target,algorithm,subset,config_json,oof_log_loss,fold_mean,fold_se
monthly,ridge,H_B_C,0.1,0.6669729015270829,0.6669729015270828,0.006978491863534075
monthly,ridge,H_B_C,1.0,0.6678099619319213,0.6678099619319212,0.007324655046785957
monthly,ridge,H_B_C,10.0,0.6684632778672898,0.6684632778672899,0.007322570690618529
monthly,ridge,H_D_B_C,0.001,0.6719701260620423,0.6719701260620423,0.0011008971894543858
monthly,ridge,H_D_B_C,0.01,0.6529525394697647,0.6529525394697647,0.004523787079757454
monthly,ridge,H_D_B_C,0.1,0.6433258640993289,0.6433258640993289,0.008837408116453142
monthly,ridge,H_D_B_C,1.0,0.6457715734683533,0.6457715734683533,0.012391320152162617
monthly,ridge,H_D_B_C,10.0,0.6495408607736015,0.6495408607736015,0.013613984158618232
monthly,ridge,H_M_C,0.001,0.6775457155948195,0.6775457155948195,0.0011501409162046638
monthly,ridge,H_M_C,0.01,0.6708321330920051,0.6708321330920051,0.004490970129354435
monthly,ridge,H_M_C,0.1,0.6711931498704841,0.6711931498704841,0.00654107655569019
monthly,ridge,H_M_C,1.0,0.6719967655504251,0.6719967655504252,0.006901772945807154
monthly,ridge,H_M_C,10.0,0.6726162056792678,0.6726162056792678,0.006875174856796994
monthly,ridge,H_D_M_C,0.001,0.6741697080199858,0.674169708019986,0.0008695105145582433
monthly,ridge,H_D_M_C,0.01,0.6563400822533322,0.6563400822533321,0.003344769820386829
monthly,ridge,H_D_M_C,0.1,0.6460109451278053,0.6460109451278053,0.006793075952630027
monthly,ridge,H_D_M_C,1.0,0.6480834608148939,0.6480834608148939,0.010291860102267783
monthly,ridge,H_D_M_C,10.0,0.651549840081463,0.651549840081463,0.011572136330236746
monthly,ridge,H_B_M_C,0.001,0.6752968435267387,0.6752968435267388,0.001317577431050415
monthly,ridge,H_B_M_C,0.01,0.6672406173612907,0.6672406173612908,0.00502109309955112
monthly,ridge,H_B_M_C,0.1,0.6677015357448175,0.6677015357448173,0.007049301255191264
monthly,ridge,H_B_M_C,1.0,0.6685747809995096,0.6685747809995096,0.007399374075831062
monthly,ridge,H_B_M_C,10.0,0.6692497740293705,0.6692497740293704,0.007411034842800465
monthly,ridge,H_D_B_M_C,0.001,0.6720142592052739,0.6720142592052739,0.001146165739378913
monthly,ridge,H_D_B_M_C,0.01,0.6535156788954639,0.6535156788954638,0.004583678212433792
monthly,ridge,H_D_B_M_C,0.1,0.6442418234916629,0.644241823491663,0.008881241494876237
monthly,ridge,H_D_B_M_C,1.0,0.6469278088640609,0.6469278088640608,0.012447495744732417
monthly,ridge,H_D_B_M_C,10.0,0.6508885034893164,0.6508885034893163,0.013782964546789397
monthly,ridge,H_P_C,0.001,0.6776118251173494,0.6776118251173494,0.0011371117406787465
monthly,ridge,H_P_C,0.01,0.6706930623805585,0.6706930623805587,0.004475935724040465
monthly,ridge,H_P_C,0.1,0.6709354581023783,0.6709354581023785,0.006543143000708119
monthly,ridge,H_P_C,1.0,0.6717143443397423,0.6717143443397423,0.006911160881726604
monthly,ridge,H_P_C,10.0,0.672292979755385,0.672292979755385,0.006884552187496651
monthly,ridge,H_D_P_C,0.001,0.674244638539607,0.674244638539607,0.0008573123140467358
monthly,ridge,H_D_P_C,0.01,0.6562126659741361,0.6562126659741361,0.003315853832716466
monthly,ridge,H_D_P_C,0.1,0.6455036345699805,0.6455036345699805,0.006665446080516847
monthly,ridge,H_D_P_C,1.0,0.6474415386169546,0.6474415386169545,0.010114128020888704
monthly,ridge,H_D_P_C,10.0,0.6511008419648842,0.651100841964884,0.011431688296874081
monthly,ridge,H_B_P_C,0.001,0.6753484123464037,0.6753484123464039,0.0012867148633355723
monthly,ridge,H_B_P_C,0.01,0.6670712551215339,0.6670712551215339,0.0049885159538628
monthly,ridge,H_B_P_C,0.1,0.6674345736721379,0.6674345736721379,0.007036281567764406
monthly,ridge,H_B_P_C,1.0,0.6682866817492243,0.6682866817492242,0.007386030692305158
monthly,ridge,H_B_P_C,10.0,0.6689307109268633,0.6689307109268633,0.007384110356654043
monthly,ridge,H_D_B_P_C,0.001,0.6720655365959438,0.6720655365959438,0.001113871617851827
monthly,ridge,H_D_B_P_C,0.01,0.653278882993168,0.6532788829931679,0.004502552821557727
monthly,ridge,H_D_B_P_C,0.1,0.6434589157639726,0.6434589157639727,0.008685779713228096
monthly,ridge,H_D_B_P_C,1.0,0.6461578664271537,0.6461578664271537,0.012234994862426202
monthly,ridge,H_D_B_P_C,10.0,0.6500116295879956,0.6500116295879955,0.013630210983034623
monthly,ridge,H_M_P_C,0.001,0.677618663576851,0.6776186635768509,0.001174809603759698
monthly,ridge,H_M_P_C,0.01,0.6711265389170951,0.671126538917095,0.004566761529261233
monthly,ridge,H_M_P_C,0.1,0.6716011517253132,0.6716011517253133,0.006627847241716371
