subgroup,model,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
prior_user,hgb::H_D_M_P,1021,653,0.6395690499510284,0.6747134392492521,0.2388274116840146,0.5283037319395433,0.6424812900191812,0.46911966572610475,0.16464825897318697
prior_user,hgb::H_D_M_P_A,1021,653,0.6395690499510284,0.7147011200574902,0.2527973726549795,0.46555612890338904,0.5988836575811278,0.7595833382890321,-0.24582465102985993
prior_user,prevalence,1021,653,0.6395690499510284,0.666033230858028,0.23650323143443694,0.5,0.6395690499510284,,
prior_user,ridge::D_A_K,1021,653,0.6395690499510284,0.7251301024477473,0.256725854754058,0.5007948265530329,0.6267974195338024,0.5862442176156012,-0.02506544978080446
prior_user,ridge::D_B,1021,653,0.6395690499510284,0.7118400914935318,0.25405447376096224,0.4840181603302484,0.614770057583946,0.6287306102485822,-0.13009238908323006
prior_user,ridge::D_B_M_P_C_A,1021,653,0.6395690499510284,0.7474851521756325,0.2648518620036127,0.452239663093415,0.5888732259845497,0.7177034933520449,-0.24402531872618263
prior_user,ridge::D_B_M_P_C_A_K,1021,653,0.6395690499510284,0.7304703200898163,0.2585302462593352,0.5004598342100006,0.6291374918762047,0.5876711630930318,-0.027298763608849076
prior_user,ridge::H_D,1021,653,0.6395690499510284,0.7117497304460331,0.24850724424214746,0.4780923330448099,0.6107074877600835,0.7129743717679281,-0.18156251885450694
prior_user,ridge::H_D_B_A,1021,653,0.6395690499510284,0.7415039674255887,0.25612863141056214,0.46062695585591584,0.593186279722444,0.7764517404866834,-0.22469922556976502
prior_user,ridge::H_D_B_M_P_C_A,1021,653,0.6395690499510284,0.7471655503208763,0.2589338016725832,0.45262251148545174,0.5883257404879528,0.8004461674625221,-0.25631242291731987
prior_user,ridge::H_D_B_M_P_C_A_K,1021,653,0.6395690499510284,0.7268024315916981,0.25222521575746987,0.5021160696451162,0.6278086569857989,0.6088214288692335,-0.043790132298819756
age_group_1,P0,66,46,0.696969696969697,0.6551372105288478,0.23155353538498522,0.5369565217391304,0.7131170144314735,0.7344924079208488,0.35492706172476235
age_group_1,hgb::D_B_M_P_C_A,66,46,0.696969696969697,0.8648767727517108,0.3281465893311818,0.28152173913043477,0.61489739572577,0.819217979211832,-0.9926807340596111
