model,subset,has_history,n_blocks,raw_items,additional_items,model_input_variables,algorithm,best_config,oof_log_loss,fold_se,encoded_features,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
hgb::H_D_M_C_K,H_D_M_C_K,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6308125639693732,0.0056422683541223,38,1520,853,0.5611842105263158,0.6548242906069663,0.2304676033470041,0.6507836351460845,0.6729903283184187,0.0427991336381125,0.7750202540654673
hgb::H_B_M_C_K,H_B_M_C_K,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6489257983756357,0.0028906625898843,8,1520,853,0.5611842105263158,0.641601019627117,0.2251480701386472,0.6686164537895181,0.7053410685145665,-0.0859586182610982,1.2286692326552442
hgb::H_D_B_M_C_K,H_D_B_M_C_K,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6319000781600458,0.0033963928670691,39,1520,853,0.5611842105263158,0.6569931844162159,0.2313690255611733,0.6456039272274766,0.6691570724644003,0.0401215450280469,0.7487615546170419
hgb::H_P_C_K,H_P_C_K,True,4.0,24,23,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6460800195340178,0.0030605936225918,7,1520,853,0.5611842105263158,0.6503375492658051,0.2294242711572691,0.6643304959478057,0.7134076803288629,-0.0527013426070688,1.1924037941792098
hgb::H_D_P_C_K,H_D_P_C_K,True,5.0,28,27,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.624475126256295,0.0045266846319761,38,1520,853,0.5611842105263158,0.6587889467746251,0.2328708719377543,0.6443287734796141,0.6856546290920933,0.0631258329529218,0.753740419079211
hgb::H_B_P_C_K,H_B_P_C_K,True,5.0,25,24,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6428963159937501,0.0037827345199274,8,1520,853,0.5611842105263158,0.6493460456961226,0.2289163772906595,0.6615771832723732,0.7060962122314536,-0.0536494515439107,1.157656892682552
hgb::H_D_B_P_C_K,H_D_B_P_C_K,True,6.0,29,28,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6248037058472935,0.0048920253929801,39,1520,853,0.5611842105263158,0.65906238206233,0.2328713992083782,0.6412722712500725,0.6785936778769994,0.0534335364123614,0.749509588993508
hgb::H_M_P_C_K,H_M_P_C_K,True,5.0,25,24,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6442834381693988,0.0050663804649239,8,1520,853,0.5611842105263158,0.661930645494688,0.2347312947955025,0.6370522241809927,0.6982271192670757,0.060141206213073,0.7826392344042506
hgb::H_D_M_P_C_K,H_D_M_P_C_K,True,6.0,29,28,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6221157681523305,0.0044518301638411,39,1520,853,0.5611842105263158,0.6604056435202801,0.2336389001373965,0.6409506266796262,0.681814628244052,0.0691746616794797,0.7364053636768806
hgb::H_B_M_P_C_K,H_B_M_P_C_K,True,6.0,26,25,6,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6423136882856137,0.0037565538018067,9,1520,853,0.5611842105263158,0.6500437287480479,0.2292574609872125,0.6516325658975904,0.701555134613636,-0.0614053744106886,1.173621571062318
hgb::H_D_B_M_P_C_K,H_D_B_M_P_C_K,True,7.0,30,29,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6241557952460349,0.0048233827080743,40,1520,853,0.5611842105263158,0.6603588238062442,0.2335654668628425,0.6379661868948292,0.6776785022784765,0.0608935571693949,0.7339694214349392
hgb::H_A_K,H_A_K,True,3.0,13,12,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6514152746639368,0.0026105309841291,3,1520,853,0.5611842105263158,0.6492341806137224,0.2286246488205899,0.6486665811291307,0.6877467296377563,-0.0879142576558732,1.007560504083764
hgb::H_D_A_K,H_D_A_K,True,4.0,17,16,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6359544281197592,0.0063843342575476,34,1520,853,0.5611842105263158,0.670709883284274,0.2366871399803454,0.6293406637829971,0.6462489393451442,0.0322698337073737,0.614497678947743
hgb::H_B_A_K,H_B_A_K,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6470298241001402,0.0034506106083144,4,1520,853,0.5611842105263158,0.6492729875744836,0.2283920320286392,0.6502818344637763,0.676848693301822,-0.0842727017097733,0.9849454463730974
hgb::H_D_B_A_K,H_D_B_A_K,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6359409971784027,0.0051508865736432,35,1520,853,0.5611842105263158,0.6680200149720282,0.2355569107707795,0.6312635007232609,0.6487125900530227,0.015854429956683,0.6390588838919147
hgb::H_M_A_K,H_M_A_K,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6503056636477578,0.0027105791594544,4,1520,853,0.5611842105263158,0.6491482398720784,0.2285532251297954,0.6471576638409988,0.6864878039904694,-0.0926209817799786,1.0202891995393288
hgb::H_D_M_A_K,H_D_M_A_K,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6329011761486733,0.0065603862935076,35,1520,853,0.5611842105263158,0.6888621804895473,0.2420659337374525,0.617960070375129,0.6195566597422235,0.0721232934370119,0.4694163055612685
hgb::H_B_M_A_K,H_B_M_A_K,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6459441878280793,0.0032761333476014,5,1520,853,0.5611842105263158,0.6503962476805654,0.2289136036742397,0.6472314839063469,0.6757609778186262,-0.0845195169159355,0.9770362108004912
hgb::H_D_B_M_A_K,H_D_B_M_A_K,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.631432008052218,0.0047040923205217,36,1520,853,0.5611842105263158,0.6792729050006168,0.2393883075960979,0.6194268047687762,0.6263958810203395,0.050144871739632,0.5422254928151364
hgb::H_P_A_K,H_P_A_K,True,4.0,24,23,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6446458606686293,0.0026297072504417,4,1520,853,0.5611842105263158,0.6549756897218798,0.2316315319936722,0.6489495580462993,0.6975340291890333,-0.0705423016758926,1.0224993437082537
hgb::H_D_P_A_K,H_D_P_A_K,True,5.0,28,27,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6275555889012663,0.0053296283565822,35,1520,853,0.5611842105263158,0.671392411256179,0.2379468572413189,0.6248613676748964,0.6534385119942269,0.0487344639059105,0.6167376597785018
hgb::H_B_P_A_K,H_B_P_A_K,True,5.0,25,24,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6418539796891607,0.0033365389582008,5,1520,853,0.5611842105263158,0.6519716459855144,0.2300909709826953,0.6519700290534686,0.6932139857759858,-0.0841300587615978,1.0707217171789378
hgb::H_D_B_P_A_K,H_D_B_P_A_K,True,6.0,29,28,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6276160099700226,0.0042119490966451,36,1520,853,0.5611842105263158,0.6669462239847584,0.2358894352077287,0.6299760436311739,0.6547733952831896,0.035461504271773,0.6578538778405719
hgb::H_M_P_A_K,H_M_P_A_K,True,5.0,25,24,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6436314824768528,0.0043742023757553,5,1520,853,0.5611842105263158,0.6833823445441876,0.2431565326103632,0.6063228643591452,0.6335143317600275,0.0745962238848818,0.5160990471574682
hgb::H_D_M_P_A_K,H_D_M_P_A_K,True,6.0,29,28,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6240137163748294,0.0051380987239554,36,1520,853,0.5611842105263158,0.6807476623159968,0.2414516302353047,0.6127346643208291,0.634617823006549,0.0722143008134653,0.531459030289112
hgb::H_B_M_P_A_K,H_B_M_P_A_K,True,6.0,26,25,6,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6412421445445927,0.0033344513517045,6,1520,853,0.5611842105263158,0.6539996197888926,0.2310445062316582,0.644483444092725,0.687944999993563,-0.081104045756241,1.052479684020664
hgb::H_D_B_M_P_A_K,H_D_B_M_P_A_K,True,7.0,30,29,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6259971587384502,0.0043334895574859,37,1520,853,0.5611842105263158,0.6750648999711554,0.2391086664938997,0.6195067765062369,0.643261320125046,0.0594531079056448,0.5794543934409426
hgb::H_C_A_K,H_C_A_K,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6516389360287916,0.0046725255197981,7,1520,853,0.5611842105263158,0.671166859318028,0.2359312711574986,0.6355538526164819,0.6385846475117695,0.0023466531366431,0.6237213636830002
hgb::H_D_C_A_K,H_D_C_A_K,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6316339199293881,0.0055794205740672,38,1520,853,0.5611842105263158,0.6694228436203545,0.2358438334433965,0.6319542456204488,0.6424486496194393,0.0303966494099441,0.6220364284929916
hgb::H_B_C_A_K,H_B_C_A_K,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6474810434365076,0.0038856856274184,8,1520,853,0.5611842105263158,0.6491753452074955,0.2283602193415923,0.6510068529627332,0.6766862583252109,-0.0850357253070799,0.9911021193566152
hgb::H_D_B_C_A_K,H_D_B_C_A_K,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6322112035138269,0.0041817507721053,39,1520,853,0.5611842105263158,0.664670332958225,0.2342351312408096,0.6356382184054514,0.6546641690541688,0.0110062344107182,0.6667710002640163
hgb::H_M_C_A_K,H_M_C_A_K,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6494036879595376,0.0035432280775848,8,1520,853,0.5611842105263158,0.6896368232275345,0.2404723721279231,0.6237549455049732,0.6146878185862454,0.0561582310994513,0.4670811493798599
hgb::H_D_M_C_A_K,H_D_M_C_A_K,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6281870225128504,0.0055198321335309,39,1520,853,0.5611842105263158,0.6908573909774216,0.2426781339301145,0.6161479635328877,0.6152630350468049,0.0782715531957456,0.4549680930966276
hgb::H_B_M_C_A_K,H_B_M_C_A_K,True,6.0,16,15,6,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6462959181251217,0.0034979215900235,9,1520,853,0.5611842105263158,0.6504196502391941,0.2289362889734984,0.6463737650518235,0.6740610674027432,-0.0850517925399459,0.979818209591182
hgb::H_D_B_M_C_A_K,H_D_B_M_C_A_K,True,7.0,20,19,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6287625157468868,0.0030049360979111,40,1520,853,0.5611842105263158,0.6809865551237508,0.2398819173295679,0.6194558055087345,0.6251753862311763,0.0526823454400571,0.5289408917749168
hgb::H_P_C_A_K,H_P_C_A_K,True,5.0,25,24,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6447547528461542,0.0026752123421798,8,1520,853,0.5611842105263158,0.6549756897218798,0.2316315319936722,0.6489495580462993,0.6975340291890333,-0.0705423016758926,1.0224993437082537
hgb::H_D_P_C_A_K,H_D_P_C_A_K,True,6.0,29,28,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6246830211495736,0.0045783868655363,39,1520,853,0.5611842105263158,0.6687003440049031,0.2369337001956142,0.6264256500120398,0.6565925653479854,0.0437779662879817,0.643333533375919
hgb::H_B_P_C_A_K,H_B_P_C_A_K,True,6.0,26,25,6,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6419792899026956,0.0033513678827727,9,1520,853,0.5611842105263158,0.6519716459855144,0.2300909709826953,0.6519700290534686,0.6932139857759858,-0.0841300587615978,1.0707217171789378
hgb::H_D_B_P_C_A_K,H_D_B_P_C_A_K,True,7.0,30,29,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6247995961139475,0.0046415270705764,40,1520,853,0.5611842105263158,0.6663645743713242,0.2356967659600641,0.6303530532506314,0.6588730892593319,0.0359928317332731,0.6627957569524274
hgb::H_M_P_C_A_K,H_M_P_C_A_K,True,6.0,26,25,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6403301621005298,0.0045633904951175,9,1520,853,0.5611842105263158,0.6802193034506154,0.2421546683869486,0.608252731781823,0.6424399412026073,0.0684294467111478,0.547897798862494
hgb::H_D_M_P_C_A_K,H_D_M_P_C_A_K,True,7.0,30,29,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.620817620210149,0.0046123852529092,40,1520,853,0.5611842105263158,0.6804685078629291,0.2412464945792528,0.6135299876439272,0.6329191388382875,0.0709371623461629,0.5341421881465279
hgb::H_B_M_P_C_A_K,H_B_M_P_C_A_K,True,7.0,27,26,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.640396046822754,0.0057115825677007,10,1520,853,0.5611842105263158,0.6754013890935684,0.2401686489267306,0.6116651521835799,0.6469337321363618,0.0558912320814631,0.597805877577646
hgb::H_D_B_M_P_C_A_K,H_D_B_M_P_C_A_K,True,8.0,31,30,11,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6241384882930145,0.0046196075543571,41,1520,853,0.5611842105263158,0.6706261922429021,0.237466843614549,0.6238691908442028,0.6514953330675671,0.0480530611750288,0.6218957899333512
hgb::NONE,NONE,False,0.0,0,0,0,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6853643289188563,0.0,0,1520,853,0.5611842105263158,0.6856435498450167,0.2462575669084758,0.5,0.5611842105263158,,
hgb::D,D,False,1.0,4,4,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6641680792622449,0.0071590757956864,31,1520,853,0.5611842105263158,0.7155203709602128,0.2556306860152753,0.5405078820495965,0.5743955177580684,0.2060226187862699,0.1333591419149467
hgb::B,B,False,1.0,1,1,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6760966845523163,0.0035299959607843,1,1520,853,0.5611842105263158,0.6818963925562068,0.244384633098109,0.5628648161265205,0.5956103880310231,0.0648416820443912,0.6722019939140648
hgb::D_B,D_B,False,2.0,5,5,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6596841683893251,0.004869328293812,32,1520,853,0.5611842105263158,0.7135859744769562,0.2542019899838703,0.5563080124650452,0.5798881497838786,0.1822296405044486,0.1992705424905171
hgb::M,M,False,1.0,1,1,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6852367026596052,0.0010369809212823,1,1520,853,0.5611842105263158,0.6787618311547813,0.242869241237956,0.6038525286008812,0.6228378002554016,-0.4419024355732288,2.625138151916993
hgb::D_M,D_M,False,2.0,5,5,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.662034606719102,0.006841789005207,32,1520,853,0.5611842105263158,0.710106768404125,0.2535446454245975,0.553148689430197,0.5869068805621253,0.1905217200839441,0.1834618226193039
hgb::B_M,B_M,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6755678697099577,0.00418191045895,2,1520,853,0.5611842105263158,0.6801649463576981,0.2434240595754346,0.578410970364759,0.6076554590076311,0.0588373038063545,0.6789233764463256
hgb::D_B_M,D_B_M,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6570188823277873,0.0044186013542716,33,1520,853,0.5611842105263158,0.7132674449486055,0.2544840919696136,0.556699961859633,0.5830226392567556,0.1802358177598626,0.2027445868438898
hgb::P,P,False,1.0,11,11,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6783897315032572,0.0030597637897238,1,1520,853,0.5611842105263158,0.696520625248842,0.2513786586254615,0.5177396647514461,0.5743279723453534,0.2304953852248627,0.0629840922956471
hgb::D_P,D_P,False,2.0,15,15,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6465103724542357,0.0065385599610198,32,1520,853,0.5611842105263158,0.7222473048973507,0.2592572066705703,0.5461691780135723,0.5843592608337662,0.2081086720637595,0.1365463746663594
hgb::B_P,B_P,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6666607127561689,0.0065845773327541,2,1520,853,0.5611842105263158,0.6933746646130066,0.2495919870761152,0.5470356849711134,0.5947639311858699,0.1676570503537396,0.3037803632912554
hgb::D_B_P,D_B_P,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.646093388300232,0.0040473980842537,33,1520,853,0.5611842105263158,0.7193005922671386,0.2574202334687155,0.5546180602547496,0.5824731384075245,0.192383528388184,0.1843131928857263
hgb::M_P,M_P,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.671703667244006,0.0020020037306257,2,1520,853,0.5611842105263158,0.6871473031035986,0.2469310400110315,0.5403619995395034,0.6036129240884041,0.1339046390472564,0.4446463968903237
hgb::D_M_P,D_M_P,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6459162942811633,0.0072001524867947,33,1520,853,0.5611842105263158,0.7170352807528277,0.2573308657951612,0.550659898655596,0.5878601987523303,0.1973315689985005,0.1828916641864402
hgb::B_M_P,B_M_P,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6629283445293411,0.0093628434675652,3,1520,853,0.5611842105263158,0.6964925971873642,0.250800179972736,0.5561190682501657,0.6103813245443523,0.1593235991651732,0.3342283581707245
hgb::D_B_M_P,D_B_M_P,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.643490126055774,0.0044678562288292,34,1520,853,0.5611842105263158,0.7170012732397912,0.2567051475391761,0.5548219442447593,0.5850886915202547,0.1862699096563967,0.1999502914697881
hgb::C,C,False,1.0,1,1,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6852618881748,0.0008803466958859,4,1520,853,0.5611842105263158,0.6848823958558261,0.2458808487028082,0.5172703800503031,0.5701746852013723,-0.01035207494552,1.0166566820446712
hgb::D_C,D_C,False,2.0,5,5,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6579254494910797,0.0060190702701201,35,1520,853,0.5611842105263158,0.709024164502359,0.2527537314611031,0.5525730686825403,0.5791211092595161,0.1868191420734877,0.2062094209022879
hgb::B_C,B_C,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6783158980594552,0.0042681233379448,5,1520,853,0.5611842105263158,0.6801576799673378,0.2435174126049923,0.5660768677794749,0.5992988367289771,0.0425700122688025,0.7495668712374778
hgb::D_B_C,D_B_C,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6529262330125998,0.003101999413243,36,1520,853,0.5611842105263158,0.7097634197543591,0.2523562604732708,0.5629087566416089,0.5812318559617446,0.1714117312010795,0.2327856666277994
hgb::M_C,M_C,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6836213261224969,0.0014209495706661,5,1520,853,0.5611842105263158,0.6800606997798349,0.2434801825119097,0.5646909839335901,0.610764659778456,-0.0471202057508553,1.1662814145469491
hgb::D_M_C,D_M_C,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6561856857413993,0.0060999414915394,36,1520,853,0.5611842105263158,0.7059287723044265,0.251646853964283,0.5574258591688915,0.5833394619421277,0.17696209396279,0.2343211305273286
hgb::B_M_C,B_M_C,False,3.0,3,3,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6760827048950138,0.0039502041245663,6,1520,853,0.5611842105263158,0.6792508099823492,0.2430020443062075,0.5822302799362337,0.6154974231759809,0.0537701436284222,0.7197081543007511
hgb::D_B_M_C,D_B_M_C,False,4.0,7,7,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6533541346403067,0.0029394067196749,37,1520,853,0.5611842105263158,0.7095530395277299,0.252638802497878,0.5636223506066427,0.5867296812680327,0.1660230543929997,0.2410566315361754
hgb::P_C,P_C,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6781009480969228,0.0031571736921564,5,1520,853,0.5611842105263158,0.6939126034893236,0.2501558483722078,0.5182230104174173,0.5726934764287578,0.2117517854074694,0.1402752440124544
hgb::D_P_C,D_P_C,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6441902261965382,0.0048165255305623,36,1520,853,0.5611842105263158,0.7194386989251496,0.2581261189632415,0.5480225889399966,0.583791246278796,0.2040681011518937,0.1537559486881882
hgb::B_P_C,B_P_C,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6674632106789147,0.0066648459655334,6,1520,853,0.5611842105263158,0.6926961941147286,0.2493309662034608,0.5410588961088038,0.5924633630420215,0.1673560602424773,0.3118267852914178
hgb::D_B_P_C,D_B_P_C,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6437370171830192,0.0045260615018058,37,1520,853,0.5611842105263158,0.7156933604389687,0.2558638673809823,0.5580902397570265,0.5847243898335834,0.1850750394991688,0.2078290004125985
hgb::M_P_C,M_P_C,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.672607874389161,0.0021784397320437,6,1520,853,0.5611842105263158,0.6853081326041691,0.2460610740856544,0.5423489896317961,0.6192531608850883,0.1151418613000281,0.5104058755310508
hgb::D_M_P_C,D_M_P_C,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6420461508136724,0.004765736717871,37,1520,853,0.5611842105263158,0.7121901674909844,0.25542795272953,0.5562210102451706,0.593190388367838,0.1891515643079303,0.2163191268839257
hgb::B_M_P_C,B_M_P_C,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6638578452468938,0.0092416253953779,7,1520,853,0.5611842105263158,0.6950169824599665,0.2501850607270482,0.5551822564684832,0.6141803665986738,0.1578749859202455,0.3505847642800389
hgb::D_B_M_P_C,D_B_M_P_C,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6437922295598411,0.0047250793035212,38,1520,853,0.5611842105263158,0.7135359247462044,0.2552653463964623,0.558531402528513,0.5888733174758911,0.1773771946108145,0.2261344373072323
hgb::A,A,False,1.0,1,1,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6808852505971232,0.0023723503327197,1,1520,853,0.5611842105263158,0.6972900894458692,0.25154271695246,0.5013059121084241,0.5618298356443642,0.2389995628554254,0.0191656298680509
hgb::D_A,D_A,False,2.0,5,5,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6623660749718976,0.0056539995971911,32,1520,853,0.5611842105263158,0.732251246458854,0.2614421825393787,0.5349274366333832,0.5598540523968195,0.214430952464902,0.0789332617086701
hgb::B_A,B_A,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6710019459030957,0.0047941028173751,2,1520,853,0.5611842105263158,0.6874268219693076,0.2466367825160829,0.556001307669729,0.5900967902660735,0.0528586649718747,0.5041277987173353
hgb::D_B_A,D_B_A,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6562386633216322,0.0030016638683596,33,1520,853,0.5611842105263158,0.7239225239205148,0.2576790330664333,0.5500043061704787,0.5677593002101862,0.1771253900107709,0.1687517367268903
hgb::M_A,M_A,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6772961869538674,0.0013849532302688,2,1520,853,0.5611842105263158,0.7215173654456308,0.2578486666978877,0.5468502559974409,0.5694303963962359,0.2920689812031469,-0.115260797352707
hgb::D_M_A,D_M_A,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6569000724797832,0.0051518563724093,33,1520,853,0.5611842105263158,0.7471951330539943,0.2657611654500317,0.5332190294067504,0.5544909018507181,0.2408075353909124,0.0120085447359188
hgb::B_M_A,B_M_A,False,3.0,3,3,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6681826337714976,0.0045092581789271,3,1520,853,0.5611842105263158,0.7027061394352583,0.2516357245353903,0.5653993050368133,0.5806579772875571,0.1588957017576059,0.2205981824657614
hgb::D_B_M_A,D_B_M_A,False,4.0,7,7,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6525111170703061,0.0036319068886076,34,1520,853,0.5611842105263158,0.740054920959283,0.2628248763542402,0.5439809403621753,0.558641260486417,0.2082831116722338,0.0856466764462302
hgb::P_A,P_A,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6742481395854778,0.002910285641115,2,1520,853,0.5611842105263158,0.699475071126186,0.2525678673362747,0.5282607816841871,0.5769658394295064,0.20875013504327,0.113104753048249
hgb::D_P_A,D_P_A,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6456049361312032,0.0056416861958883,33,1520,853,0.5611842105263158,0.732218153492724,0.2626046514396067,0.5370849159242185,0.5719539412816028,0.2138007023473044,0.0893483330798493
hgb::B_P_A,B_P_A,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6629140431174951,0.0057544343995106,3,1520,853,0.5611842105263158,0.6907115071388333,0.2481897790110376,0.5599656209409949,0.5890876981055216,0.1181728680300515,0.3924705139718248
hgb::D_B_P_A,D_B_P_A,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6414865441001536,0.0019469730627005,34,1520,853,0.5611842105263158,0.7242445113348225,0.2587817904186978,0.5489602795319808,0.5746855416452769,0.187145533029763,0.1625849609780723
hgb::M_P_A,M_P_A,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6672475993585311,0.0014888435565062,3,1520,853,0.5611842105263158,0.7008301736525987,0.2527263180650791,0.5218674367388404,0.5735712756749626,0.2027678255454606,0.1199178630068413
hgb::D_M_P_A,D_M_P_A,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.640925623536283,0.0056564001155253,34,1520,853,0.5611842105263158,0.7357820447890608,0.2640279214863033,0.5312056750054047,0.5652184300682268,0.2204679819489527,0.0707950935319827
hgb::B_M_P_A,B_M_P_A,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6585996226358602,0.0085286191988525,4,1520,853,0.5611842105263158,0.7013443706643763,0.2521453874649532,0.558929503595213,0.5958024873988452,0.1428208755661958,0.306400721550519
