algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,model_variants_passing_same_subset,learner_families_passing_same_subset
hgb,False,extended_K,hgb::P_C_K,P_C_K,23,0.6804518950523767,hgb::D_B_M_P_C_A_K,prevalence,-0.0323534085250014,-0.0080233511593409,-0.0051916547926397,0.0191384025730207,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,2,1
hgb,False,extended_K,hgb::P_A_K,P_A_K,23,0.6819944372573451,hgb::D_B_M_P_C_A_K,prevalence,-0.030810866320033,-0.0064808089543725,-0.0036491125876713,0.0206809447779891,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::B_M_P_K,B_M_P_K,24,0.6733422554250276,hgb::D_B_M_P_C_A_K,prevalence,-0.0394630481523507,-0.0151329907866901,-0.012301294419989,0.0120287629456714,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,2,1
hgb,False,extended_K,hgb::B_P_A_K,B_P_A_K,24,0.6751867995170406,hgb::D_B_M_P_C_A_K,prevalence,-0.0376185040603374,-0.0132884466946769,-0.0104567503279757,0.0138733070376847,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::M_P_C_K,M_P_C_K,24,0.6753096635303854,hgb::D_B_M_P_C_A_K,prevalence,-0.0374956400469929,-0.0131655826813323,-0.0103338863146311,0.0139961710510293,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,2,1
hgb,False,extended_K,hgb::B_P_C_K,B_P_C_K,24,0.6762093289476462,hgb::D_B_M_P_C_A_K,prevalence,-0.0365959746297321,-0.0122659172640715,-0.0094342208973703,0.0148958364682901,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,2,1
hgb,False,extended_K,hgb::M_P_A_K,M_P_A_K,24,0.681767766883032,hgb::D_B_M_P_C_A_K,prevalence,-0.0310375366943462,-0.0067074793286856,-0.0038757829619845,0.0204542744036759,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::P_C_A_K,P_C_A_K,24,0.6819740588301191,hgb::D_B_M_P_C_A_K,prevalence,-0.0308312447472591,-0.0065011873815985,-0.0036694910148974,0.0206605663507631,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::B_M_P_C_K,B_M_P_C_K,25,0.6733422554250276,hgb::D_B_M_P_C_A_K,prevalence,-0.0394630481523507,-0.0151329907866901,-0.012301294419989,0.0120287629456714,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,2,1
hgb,False,extended_K,hgb::B_P_C_A_K,B_P_C_A_K,25,0.6751867995170406,hgb::D_B_M_P_C_A_K,prevalence,-0.0376185040603374,-0.0132884466946769,-0.0104567503279757,0.0138733070376847,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::M_P_C_A_K,M_P_C_A_K,25,0.681767766883032,hgb::D_B_M_P_C_A_K,prevalence,-0.0310375366943462,-0.0067074793286856,-0.0038757829619845,0.0204542744036759,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::B_M_P_A_K,B_M_P_A_K,25,0.6965983567668721,hgb::D_B_M_P_C_A_K,prevalence,-0.0162069468105062,0.0081231105551542,0.0109548069218554,0.0352848642875159,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::B_M_P_C_A_K,B_M_P_C_A_K,26,0.6950454950696143,hgb::D_B_M_P_C_A_K,prevalence,-0.0177598085077637,0.0065702488578967,0.0094019452245978,0.0337320025902584,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_P_K,D_P_K,26,0.7084124802770677,hgb::D_B_M_P_C_A_K,prevalence,-0.0043928233003105,0.0199372340653499,0.0227689304320511,0.0470989877977116,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_P_K,D_B_P_K,27,0.704432701290066,hgb::D_B_M_P_C_A_K,prevalence,-0.0083726022873122,0.0159574550783482,0.0187891514450494,0.0431192088107099,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
hgb,False,extended_K,hgb::D_M_P_K,D_M_P_K,27,0.705903560594159,hgb::D_B_M_P_C_A_K,prevalence,-0.0069017429832191,0.0174283143824413,0.0202600107491425,0.044590068114803,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_P_C_K,D_P_C_K,27,0.706591426297066,hgb::D_B_M_P_C_A_K,prevalence,-0.0062138772803123,0.0181161800853481,0.0209478764520492,0.0452779338177098,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_P_A_K,D_P_A_K,27,0.7139618302818761,hgb::D_B_M_P_C_A_K,prevalence,0.0011565267044979,0.0254865840701584,0.0283182804368596,0.0526483378025201,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_P_C_K,D_B_P_C_K,28,0.7012559917841176,hgb::D_B_M_P_C_A_K,prevalence,-0.0115493117932606,0.0127807455723998,0.015612441939101,0.0399424993047615,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
hgb,False,extended_K,hgb::D_M_P_C_K,D_M_P_C_K,28,0.7043221064556887,hgb::D_B_M_P_C_A_K,prevalence,-0.0084831971216896,0.0158468602439708,0.018678556610672,0.0430086139763326,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_M_P_K,D_B_M_P_K,28,0.704641986418761,hgb::D_B_M_P_C_A_K,prevalence,-0.0081633171586172,0.0161667402070432,0.0189984365737444,0.0433284939394049,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
hgb,False,extended_K,hgb::D_B_P_A_K,D_B_P_A_K,28,0.7062612829326161,hgb::D_B_M_P_C_A_K,prevalence,-0.0065440206447621,0.0177860367208984,0.0206177330875995,0.04494779045326,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_P_C_A_K,D_P_C_A_K,28,0.7141363147200933,hgb::D_B_M_P_C_A_K,prevalence,0.001331011142715,0.0256610685083756,0.0284927648750767,0.0528228222407373,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_M_P_A_K,D_M_P_A_K,28,0.7239912152580551,hgb::D_B_M_P_C_A_K,prevalence,0.0111859116806767,0.0355159690463372,0.0383476654130384,0.062677722778699,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_M_P_C_K,D_B_M_P_C_K,29,0.6996369982838381,hgb::D_B_M_P_C_A_K,prevalence,-0.01316830529354,0.0111617520721205,0.0139934484388216,0.0383235058044821,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,1,1
hgb,False,extended_K,hgb::D_B_P_C_A_K,D_B_P_C_A_K,29,0.7037178341668673,hgb::D_B_M_P_C_A_K,prevalence,-0.0090874694105108,0.0152425879551496,0.0180742843218508,0.0424043416875113,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_M_P_A_K,D_B_M_P_A_K,29,0.7125604646393385,hgb::D_B_M_P_C_A_K,prevalence,-0.0002448389380396,0.0240852184276208,0.0269169147943219,0.0512469721599825,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_M_P_C_A_K,D_M_P_C_A_K,29,0.7228015799255978,hgb::D_B_M_P_C_A_K,prevalence,0.0099962763482195,0.03432633371388,0.0371580300805812,0.0614880874462417,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
hgb,False,extended_K,hgb::D_B_M_P_C_A_K,D_B_M_P_C_A_K,30,0.7128053035773783,hgb::D_B_M_P_C_A_K,prevalence,0.0,0.0,0.0271617537323616,0.0514918110980222,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::NONE,NONE,0,0.6856435498450167,ridge::D_B_M_P_C_A_K,prevalence,-0.0234674163287082,-3.00343115002856e-05,0.0,0.0234373820172079,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B,B,1,0.677439794026549,ridge::D_B_M_P_C_A_K,prevalence,-0.0316711721471758,-0.0082337901299678,-0.0082037558184676,0.0152336261987402,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M,M,1,0.6808909327175335,ridge::D_B_M_P_C_A_K,prevalence,-0.0282200334561911,-0.0047826514389832,-0.0047526171274828,0.018684764889725,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::C,C,1,0.685115998708473,ridge::D_B_M_P_C_A_K,prevalence,-0.0239949674652517,-0.0005575854480438,-0.0005275511365435,0.0229098308806643,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::A,A,1,0.6967690937084243,ridge::D_B_M_P_C_A_K,prevalence,-0.0123418724653005,0.0110955095519073,0.0111255438634075,0.0345629258806155,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M,B_M,2,0.6742810892764769,ridge::D_B_M_P_C_A_K,prevalence,-0.0348298768972479,-0.0113924948800399,-0.0113624605685397,0.0120749214486681,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_C,B_C,2,0.6766124314072357,ridge::D_B_M_P_C_A_K,prevalence,-0.032498534766489,-0.0090611527492811,-0.0090311184377806,0.0144062635794272,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_C,M_C,2,0.6803620611067617,ridge::D_B_M_P_C_A_K,prevalence,-0.028748905066963,-0.005311523049755,-0.0052814887382547,0.0181558932789531,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_A,B_A,2,0.6896428576408007,ridge::D_B_M_P_C_A_K,prevalence,-0.019468108532924,0.0039692734842839,0.0039993077957841,0.0274366898129921,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_A,M_A,2,0.6910968417107293,ridge::D_B_M_P_C_A_K,prevalence,-0.0180141244629954,0.0054232575542124,0.0054532918657128,0.0288906738829208,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::C_A,C_A,2,0.6966535834095664,ridge::D_B_M_P_C_A_K,prevalence,-0.0124573827641585,0.0109799992530494,0.0110100335645496,0.0344474155817576,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_C,B_M_C,3,0.6735780902944525,ridge::D_B_M_P_C_A_K,prevalence,-0.0355328758792724,-0.0120954938620644,-0.0120654595505641,0.0113719224666438,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_A,B_M_A,3,0.6863806560519313,ridge::D_B_M_P_C_A_K,prevalence,-0.0227303101217933,0.0007070718954145,0.0007371062069148,0.0241744882241227,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::M_C_A,M_C_A,3,0.6876174024081855,ridge::D_B_M_P_C_A_K,prevalence,-0.0214935637655394,0.0019438182516684,0.0019738525631687,0.0254112345803767,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_C_A,B_C_A,3,0.689413094073297,ridge::D_B_M_P_C_A_K,prevalence,-0.0196978721004278,0.00373950991678,0.0037695442282803,0.0272069262454882,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_M_C_A,B_M_C_A,4,0.6862360408312737,ridge::D_B_M_P_C_A_K,prevalence,-0.0228749253424511,0.0005624566747568,0.0005924909862571,0.024029873003465,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D,D,4,0.7106611301987357,ridge::D_B_M_P_C_A_K,prevalence,0.0015501640250108,0.0249875460422188,0.0250175803537191,0.0484549623709271,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B,D_B,5,0.7009803562324246,ridge::D_B_M_P_C_A_K,prevalence,-0.0081306099413003,0.0153067720759076,0.0153368063874078,0.0387741884046158,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M,D_M,5,0.7073804956534814,ridge::D_B_M_P_C_A_K,prevalence,-0.0017304705202433,0.0217069114969645,0.0217369458084648,0.0451743278256728,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_C,D_C,5,0.71091669279504,ridge::D_B_M_P_C_A_K,prevalence,0.0018057266213152,0.0252431086385232,0.0252731429500235,0.0487105249672314,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_A,D_A,5,0.7307561196494881,ridge::D_B_M_P_C_A_K,prevalence,0.0216451534757633,0.0450825354929713,0.0451125698044716,0.0685499518216795,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M,D_B_M,6,0.7001204632134115,ridge::D_B_M_P_C_A_K,prevalence,-0.0089905029603133,0.0144468790568945,0.0144769133683948,0.0379142953856028,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_C,D_B_C,6,0.7010745337738935,ridge::D_B_M_P_C_A_K,prevalence,-0.0080364323998314,0.0154009496173765,0.0154309839288768,0.0388683659460847,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_C,D_M_C,6,0.7079222439118925,ridge::D_B_M_P_C_A_K,prevalence,-0.0011887222618323,0.0222486597553756,0.0222786940668758,0.0457160760840838,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_A,D_B_A,6,0.721027341285142,ridge::D_B_M_P_C_A_K,prevalence,0.0119163751114171,0.035353757128625,0.0353837914401253,0.0588211734573333,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_A,D_M_A,6,0.7272826575982986,ridge::D_B_M_P_C_A_K,prevalence,0.0181716914245738,0.0416090734417818,0.0416391077532821,0.06507648977049,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_C_A,D_C_A,6,0.7315670994168143,ridge::D_B_M_P_C_A_K,prevalence,0.0224561332430896,0.0458935152602975,0.0459235495717978,0.0693609315890057,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_C,D_B_M_C,7,0.7007123406488637,ridge::D_B_M_P_C_A_K,prevalence,-0.0083986255248611,0.0150387564923467,0.015068790803847,0.038506172821055,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_A,D_B_M_A,7,0.7198832056380401,ridge::D_B_M_P_C_A_K,prevalence,0.0107722394643151,0.0342096214815231,0.0342396557930234,0.0576770378102313,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_C_A,D_B_C_A,7,0.7219390738758652,ridge::D_B_M_P_C_A_K,prevalence,0.0128281077021403,0.0362654897193483,0.0362955240308486,0.0597329060480565,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_M_C_A,D_M_C_A,7,0.728460820048312,ridge::D_B_M_P_C_A_K,prevalence,0.0193498538745872,0.0427872358917952,0.0428172702032955,0.0662546522205034,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::D_B_M_C_A,D_B_M_C_A,8,0.7210542982703989,ridge::D_B_M_P_C_A_K,prevalence,0.0119433320966742,0.0353807141138821,0.0354107484253825,0.0588481304425904,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::K,K,11,0.658037908287812,ridge::D_B_M_P_C_A_K,prevalence,-0.0510730578859129,-0.027635675868705,-0.0276056415572046,-0.0041682595399967,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::P,P,11,0.6860368493654568,ridge::D_B_M_P_C_A_K,prevalence,-0.023074116808268,0.0003632652089398,0.0003932995204401,0.0238306815376481,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge,False,extended_K,ridge::B_K,B_K,12,0.6528338910005475,ridge::D_B_M_P_C_A_K,prevalence,-0.0562770751731772,-0.0328396931559693,-0.0328096588444691,-0.0093722768272611,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::C_K,C_K,12,0.6577914542596741,ridge::D_B_M_P_C_A_K,prevalence,-0.0513195119140505,-0.0278821298968426,-0.0278520955853424,-0.0044147135681344,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::M_K,M_K,12,0.6592878584997254,ridge::D_B_M_P_C_A_K,prevalence,-0.0498231076739994,-0.0263857256567914,-0.0263556913452911,-0.0029183093280832,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge,False,extended_K,ridge::A_K,A_K,12,0.6711736090830889,ridge::D_B_M_P_C_A_K,prevalence,-0.0379373570906358,-0.0144999750734278,-0.0144699407619276,0.0089674412552803,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
